0,11,-1.8769,0.6396,0.4946,0,0,0,-0.0021,1.3464,collision,0.1972,1.997
1,12,-1.6646,1.5891,0.4983,0,0,0,-0.007,1.5972,collision,0.2025,1.9991
2,18,-0.969,5.1166,0.4982,0,0,0,-0.0109,1.625,collision,0.1698,2.0015
3,9,-1.6899,1.7069,0.4968,0,0,0,-0.004,1.2808,collision,0.2601,1.9925
4,19,-1.5827,2.125,0.4979,0,0,0,-0.0047,1.3724,collision,0.1338,1.9994
5,13,-0.9161,5.2696,0.5039,0,0,0,-0.0174,1.4847,landed,0.2366,1.9793
6,25,-0.9576,5.4833,0.5016,0,0,0,-0.0094,1.446,landed,0.1245,1.9789
7,4,-1.9509,0.2623,0.4888,0,0,0,0.0012,1.443,collision,0.5222,2.002
8,5,-1.6712,1.5503,0.4941,0,0,0,-0.0076,1.7692,collision,0.4647,1.9869
9,9,-1.5297,2.3322,0.5036,0,0,0,-0.0129,1.8431,collision,0.2745,1.9784
10,9,-1.6205,1.9877,0.4976,0,0,0,-0.0055,1.4537,collision,0.2675,1.9835
11,11,-1.4982,2.4265,0.4989,0,0,0,-0.0104,1.5293,collision,0.2241,1.9677
12,11,-1.3951,2.9403,0.5044,0,0,0,-0.0141,1.5545,landed,0.2374,1.9858
13,14,-1.4203,3.1776,0.5026,0,0,0,-0.0085,1.2653,landed,0.1912,1.9873
14,7,-1.6642,1.7711,0.4938,0,0,0,-0.0066,1.7093,collision,0.3316,1.9926
15,33,2.7501,12.3402,0.4995,0,0,1,-0.0131,1.6236,collision,0.2094,2.4218
16,11,-1.5494,2.2592,0.4968,0,0,0,-0.0041,1.5708,collision,0.2207,1.9921
17,8,-1.7514,1.3531,0.5038,0,0,0,-0.0081,1.3677,landed,0.2881,1.9991
18,20,2.0533,8.7349,0.5026,0,0,1,-0.0155,1.5828,landed,0.3058,2.4024
19,13,-1.5007,2.5745,0.5014,0,0,0,-0.0095,1.4458,landed,0.1945,1.9835
20,4,-2.0871,0,0.4941,0,0,0,0.0063,0.9906,out,0.5231,2.0092
21,41,2.8422,12.9214,0.4994,0,0,1,-0.0138,1.59,collision,0.1715,2.4071
22,25,-0.9153,5.265,0.5034,0,0,0,-0.0105,1.36,collision,0.1283,1.9745
23,9,-1.9203,0.3493,0.4951,0,0,0,-0.0024,1.4304,collision,0.2476,2.0022
24,21,-1.15,4.1736,0.4994,0,0,0,-0.0101,1.4806,collision,0.1383,2.0064
25,4,-2.0953,0.011,0.4995,0,0,0,0.0026,1.6631,out,0.5277,2.0025
26,12,-1.6851,1.4876,0.4954,0,0,0,-0.0025,1.3653,collision,0.1952,1.9957
27,17,-1.0639,4.5404,0.4971,0,0,0,-0.0095,1.484,collision,0.1754,2.0033
28,10,-0.9815,5.2537,0.4994,0,0,0,-0.0156,1.7364,collision,0.305,1.9984
29,14,-1.2289,3.7233,0.5,0,0,0,-0.0112,1.6655,collision,0.1992,1.9812
30,3,-2.0994,0,0.498,0,0,0,0.0069,1.2982,out,0.7065,2.0063
31,11,-1.5837,2.1258,0.5017,0,0,0,-0.0082,1.4699,landed,0.2213,2.0004
32,9,-1.7033,1.4822,0.4943,0,0,0,-0.0049,1.2537,collision,0.2531,1.986
33,21,-0.8011,5.7265,0.5009,0,0,0,-0.0131,1.3225,collision,0.1539,1.9732
34,11,-1.6801,1.6617,0.4946,0,0,0,-0.0025,1.2984,collision,0.2116,1.9994
35,18,-1.8508,0.6941,0.5009,0,0,0,-0.0041,1.5899,collision,0.1449,1.9889
36,17,-1.602,1.7842,0.5031,0,0,0,-0.0093,1.3212,landed,0.1488,1.9732
37,23,-0.6737,6.6143,0.4979,0,0,0,-0.011,1.5819,collision,0.1478,1.9992
38,30,1.9393,8.0759,0.4983,0,0,1,-0.0097,1.5596,collision,0.2047,2.4019
39,22,-0.9503,5.2542,0.5006,0,0,0,-0.0134,1.5481,collision,0.1406,1.972
40,4,-1.864,0.6912,0.4886,0,0,0,0.0004,1.4958,collision,0.5335,2.0026
41,16,-1.0134,5.2292,0.5019,0,0,0,-0.0112,1.5969,landed,0.1935,1.982
42,10,-1.6949,1.5068,0.4979,0,0,0,-0.005,1.68,collision,0.2353,2.0072
43,19,-0.9554,5.2474,0.5011,0,0,0,-0.013,1.3532,collision,0.1577,1.9812
44,7,-1.8017,1.2479,0.4958,0,0,0,-0.0057,1.2768,collision,0.328,1.9989
45,19,-1.1163,4.4747,0.503,0,0,0,-0.013,1.5605,collision,0.16,1.9824
46,22,-1.4507,2.7273,0.5018,0,0,0,-0.0068,1.3437,landed,0.1315,1.9935
47,10,-2.1111,0.0493,0.4987,0,0,0,0.0005,1.0817,out,0.2232,1.9974
48,20,-0.8749,5.5248,0.4988,0,0,0,-0.0084,1.55,collision,0.1598,1.9972
49,8,-1.8005,0.9221,0.4934,0,0,0,-0.0048,1.5087,collision,0.2731,1.9915
50,7,-1.8234,0.9356,0.4941,0,0,0,-0.0051,1.6884,collision,0.3259,2.0051
51,10,-2.0115,0.5139,0.494,0,0,0,0.0006,1.1254,collision,0.2242,1.9883
52,5,-2.0653,0.0135,0.4917,0,0,0,0.0029,1.2244,collision,0.416,1.9853
53,7,-1.6463,1.6977,0.5033,0,0,0,-0.0124,1.7097,landed,0.3327,1.9822
54,27,1.8531,7.3862,0.4997,0,0,1,-0.0115,1.507,collision,0.2196,2.419
55,8,-1.7587,1.3207,0.4976,0,0,0,-0.0092,1.6715,collision,0.2806,1.9827
56,22,-0.9318,5.2628,0.5001,0,0,0,-0.0115,1.5766,collision,0.1407,2.0043
57,24,-1.2679,3.6486,0.5005,0,0,0,-0.0063,1.1849,collision,0.125,1.9887
58,8,-1.8171,0.7754,0.4926,0,0,0,-0.0058,1.5602,collision,0.2723,1.9855
59,10,-1.7918,1.0357,0.5027,0,0,0,-0.0048,1.2192,landed,0.2237,1.9879
60,13,-1.5675,2.2784,0.4973,0,0,0,-0.0064,1.5428,collision,0.199,1.9879
61,8,-1.6752,1.7294,0.4984,0,0,0,-0.0046,1.5896,collision,0.2933,1.9952
62,13,-0.9483,5.2947,0.4989,0,0,0,-0.0121,1.5015,collision,0.2405,1.9972
63,14,-1.2638,3.5558,0.4974,0,0,0,-0.0095,1.5533,collision,0.2022,2.0075
64,16,-0.8751,5.6491,0.5007,0,0,0,-0.0134,1.6185,collision,0.2003,1.998
65,24,-1.0301,5.2581,0.4992,0,0,0,-0.0089,1.4703,collision,0.1393,1.9956
66,22,-1.2829,3.5651,0.4993,0,0,0,-0.0057,1.4116,collision,0.1292,2.0019
67,17,-0.7148,6.2902,0.4999,0,0,0,-0.0141,1.4129,collision,0.1949,1.9827
68,7,-1.8617,0.5519,0.493,0,0,0,-0.003,1.2868,collision,0.3024,1.9804
69,10,-1.6207,1.8074,0.4976,0,0,0,-0.0062,1.5147,collision,0.245,1.9916
70,27,1.8874,7.7232,0.5006,0,0,1,-0.0112,1.378,collision,0.2209,2.4036
71,15,-1.4507,2.9363,0.4987,0,0,0,-0.0097,1.4459,collision,0.185,1.9766
72,19,-1.5023,2.4087,0.5016,0,0,0,-0.0085,1.4123,collision,0.1338,1.9861
73,10,-0.9507,5.2581,0.5012,0,0,0,-0.0152,1.7336,collision,0.3063,1.9848
74,24,1.8139,7.4776,0.5025,0,0,1,-0.0141,1.4261,landed,0.2426,2.4155
75,14,-1.4699,2.6873,0.5035,0,0,0,-0.0105,1.3854,landed,0.1774,1.9841
76,13,-1.8296,0.9919,0.5018,0,0,0,-0.0078,1.3661,collision,0.1854,1.9806
77,11,-1.7598,1.2403,0.5026,0,0,0,-0.0052,1.3167,collision,0.2105,1.9832
78,9,-1.982,0.2799,0.4938,0,0,0,-0.0011,1.2645,collision,0.2431,1.9956
79,13,-1.1342,4.4124,0.4996,0,0,0,-0.0124,1.7684,collision,0.2211,1.9799
80,23,-0.8981,5.2589,0.4995,0,0,0,-0.0123,1.4323,collision,0.1362,1.968
81,6,-1.7908,1.1023,0.4943,0,0,0,-0.0054,1.397,collision,0.368,2.0014
82,30,2.1322,8.7796,0.4992,0,0,1,-0.0104,1.5402,collision,0.2053,2.4078
83,8,-1.7223,1.2883,0.4956,0,0,0,-0.0033,1.2909,collision,0.2834,1.9778
84,21,-0.8009,6.0738,0.5003,0,0,0,-0.0114,1.3716,collision,0.1544,1.9742
85,6,-1.9671,0.5219,0.4957,0,0,0,-0.0064,1.8352,collision,0.3674,1.9738
86,17,-1.6306,1.6836,0.4973,0,0,0,-0.0045,1.4013,collision,0.156,1.9989
87,18,-1.0784,4.7106,0.4992,0,0,0,-0.0079,1.4491,collision,0.1659,1.9802
88,27,-0.9594,5.2944,0.5002,0,0,0,-0.0094,1.2777,collision,0.1176,1.9917
89,8,-1.3953,2.7819,0.4965,0,0,0,-0.01,1.579,collision,0.3299,2.0022
90,13,-0.9736,5.2688,0.502,0,0,0,-0.0154,1.398,collision,0.2332,1.9767
91,6,-1.7912,0.9538,0.4935,0,0,0,-0.0037,1.2454,collision,0.3764,1.9906
92,12,-1.4061,2.9252,0.4975,0,0,0,-0.007,1.3188,collision,0.2199,2.0048
93,15,-1.1012,4.6374,0.5035,0,0,0,-0.0146,1.7799,collision,0.1909,1.9738
94,15,-1.2997,3.5765,0.4997,0,0,0,-0.0081,1.3551,collision,0.1799,1.9936
95,9,-1.8054,1.0357,0.4963,0,0,0,-0.0056,1.7428,collision,0.243,1.9797
96,21,-1.0981,4.9217,0.4994,0,0,0,-0.0082,1.5031,collision,0.1459,1.9876
97,16,-1.6115,1.8149,0.5023,0,0,0,-0.0057,1.4344,collision,0.1502,2.0005
98,17,-1.1362,4.2582,0.5013,0,0,0,-0.0111,1.5675,collision,0.1718,1.9876
99,4,-1.8788,0.7072,0.4916,0,0,0,-0.0013,1.4653,collision,0.538,2.0052
100,12,-0.9349,5.2821,0.5017,0,0,0,-0.0178,1.6064,collision,0.2592,1.9852
101,12,-1.9704,0.4607,0.497,0,0,0,-0.0027,1.4841,collision,0.1847,1.9906
102,22,-1.1291,4.2144,0.5022,0,0,0,-0.0105,1.3982,landed,0.1392,1.9806
103,26,-1.354,3.2995,0.4967,0,0,0,-0.0064,1.4461,collision,0.117,1.9934
104,7,-1.5239,2.6514,0.4964,0,0,0,-0.0107,1.7372,collision,0.3553,1.9786
105,4,-2.0879,0,0.4957,0,0,0,0.0026,1.4573,out,0.5212,2.0039
106,13,-1.7272,1.3553,0.4968,0,0,0,-0.0035,1.4317,collision,0.1865,1.9925
107,25,-1.4953,2.664,0.498,0,0,0,-0.0038,1.3587,collision,0.1075,1.9886
108,24,-0.7609,6.4135,0.4996,0,0,0,-0.0113,1.4687,collision,0.1436,1.9677
109,26,-0.9484,5.2761,0.5003,0,0,0,-0.0114,1.5725,collision,0.1259,1.987
110,19,-0.8449,5.5334,0.4999,0,0,0,-0.0108,1.3702,collision,0.1665,1.9855
111,13,-1.5005,2.5864,0.4961,0,0,0,-0.0078,1.375,collision,0.1981,1.9968
112,24,-0.9749,5.2797,0.5007,0,0,0,-0.0092,1.4785,collision,0.1278,1.9751
113,27,-1.2647,3.6562,0.4993,0,0,0,-0.0072,1.462,collision,0.108,1.9898
114,18,-0.9662,5.2511,0.4982,0,0,0,-0.0125,1.345,collision,0.1719,1.9952
115,27,1.7915,7.7146,0.5022,0,0,1,-0.0144,1.4654,collision,0.2164,2.387
116,18,-1.1153,4.2207,0.5027,0,0,0,-0.01,1.3428,landed,0.1589,1.9742
117,20,-0.8923,5.5245,0.5,0,0,0,-0.0151,1.6502,collision,0.16,1.9767
118,22,-0.9108,5.2958,0.5004,0,0,0,-0.0096,1.2567,collision,0.1438,1.9835
119,9,-1.8984,0.7053,0.494,0,0,0,-0.0007,1.3549,collision,0.2567,1.9925
120,6,-1.9426,0.4676,0.4925,0,0,0,0.0016,1.4478,collision,0.368,1.9968
121,32,2.0336,8.6766,0.5018,0,0,1,-0.0122,1.4856,collision,0.1937,2.3811
122,67,3.3026,15.2165,0.499,0,0,1,-0.0095,1.415,collision,0.1166,2.4145
123,11,-1.7163,1.432,0.494,0,0,0,-0.0019,1.3144,collision,0.2112,2.0004
124,11,-1.5188,2.3431,0.4966,0,0,0,-0.0093,1.4212,collision,0.223,1.9763
125,25,-0.9635,5.3719,0.5009,0,0,0,-0.0091,1.5475,collision,0.1283,1.9821
126,28,-0.8183,5.775,0.5001,0,0,0,-0.0104,1.3412,collision,0.1191,2
127,20,-1.6109,1.8066,0.4977,0,0,0,-0.0044,1.438,collision,0.133,1.9939
128,19,-1.525,2.3332,0.5022,0,0,0,-0.009,1.3802,landed,0.139,1.9832
129,4,-2.0128,0,0.4872,0,0,0,0.0047,1.4441,collision,0.5257,2
130,24,-0.9348,5.343,0.4978,0,0,0,-0.0084,1.59,collision,0.1353,1.9969
131,43,3.2044,14.1612,0.4996,0,0,1,-0.0129,1.5197,collision,0.1686,2.3891
132,7,-1.7175,1.4728,0.4945,0,0,0,-0.0063,1.6692,collision,0.3324,2.0043
133,20,-1.1773,4.432,0.4978,0,0,0,-0.0063,1.3254,collision,0.1485,1.9932
134,12,-1.4425,2.8089,0.4999,0,0,0,-0.009,1.4374,collision,0.2182,2.0008
135,9,-1.3517,3.2341,0.4985,0,0,0,-0.0097,1.4517,collision,0.2976,2.0047
136,13,-1.3977,3.0925,0.4978,0,0,0,-0.0105,1.4851,collision,0.2127,1.9877
137,17,-1.3372,3.4821,0.498,0,0,0,-0.0075,1.449,collision,0.1655,1.9994
138,25,-0.9216,5.3758,0.5005,0,0,0,-0.0107,1.2597,collision,0.126,2.005
139,17,-0.9509,5.2566,0.5,0,0,0,-0.0137,1.3074,collision,0.1778,1.9795
140,24,-0.8102,6.03,0.4972,0,0,0,-0.007,1.3036,collision,0.1342,2.0084
141,61,2.3072,9.7077,0.499,0,0,1,-0.0074,1.386,collision,0.1142,2.3764
142,47,3.018,14.1076,0.4999,0,0,1,-0.0141,1.4147,collision,0.1512,2.4137
143,15,-1.54,2.4008,0.4979,0,0,0,-0.0066,1.4423,collision,0.1725,1.9769
144,10,-1.4886,2.6712,0.4983,0,0,0,-0.0071,1.6466,collision,0.2538,1.9938
