0,7,-1.9031,0.4792,0.5148,0,0,0,-0.0022,1.4022,collision,0.3004,2.0079
1,16,-1.0169,4.8302,0.5125,0,0,0,-0.0063,1.4549,landed,0.1857,1.9903
2,13,-1.2326,3.8109,0.5151,0,0,0,-0.0001,1.9677,collision,0.2108,2.003
3,4,-2.1203,0,0.5135,0,0,0,-0.0024,1.3567,out,0.5296,2.005
4,19,-0.9332,5.4673,0.5141,0,0,0,-0.0061,1.5173,collision,0.161,2.0014
5,35,-0.8773,5.5476,0.5116,0,0,0,-0.0018,1.4255,collision,0.0989,1.9878
6,10,-1.6755,1.6682,0.5109,0,0,0,-0.0005,1.5317,collision,0.2372,2.008
7,4,-1.8876,0.4872,0.5156,0,0,0,0.0025,1.5612,collision,0.5215,2.0004
8,25,-1.2555,3.5239,0.5102,0,0,0,-0.0019,1.4483,collision,0.1218,2.0017
9,16,-1.4428,2.6679,0.5065,0,0,0,-0.0008,1.4427,collision,0.1582,2.005
10,10,-1.2587,3.1284,0.5156,0,0,0,-0.003,1.5558,collision,0.2703,2.0065
11,16,-1.2489,3.0792,0.5073,0,0,0,-0.0028,1.5306,landed,0.1791,2.0142
12,12,-1.414,2.799,0.5081,0,0,0,-0.0007,1.5388,collision,0.212,1.9997
13,9,-1.3166,3.3508,0.5157,0,0,0,-0.0026,1.6361,collision,0.2939,2.0037
14,14,-1.4007,3.0878,0.5077,0,0,0,-0.0021,1.5384,collision,0.1841,1.9976
15,12,-1.7172,1.4269,1.1426,0,0,0,-0.0026,1.1426,collision,0.191,2.0047
16,17,-0.9672,5.26,0.5103,0,0,0,-0.003,1.6714,collision,0.1751,2.0065
17,8,-1.7561,1.5653,0.5072,0,0,0,0,1.6435,collision,0.2957,2.0048
18,23,-0.8312,5.7248,0.5102,0,0,0,-0.0039,1.4113,collision,0.1413,1.9953
19,7,-1.8781,0.7499,0.5207,0,0,0,0.0006,1.6883,collision,0.3189,1.9992
20,15,-1.2855,3.2005,0.5132,0,0,0,-0.0052,1.566,collision,0.1778,1.989
21,8,-1.9495,0.5103,0.5155,0,0,0,-0.0014,1.3849,collision,0.284,2.0055
22,32,-0.9155,5.347,1.0305,0,0,0,-0.0037,1.0305,collision,0.0953,2.0032
23,13,-1.2671,3.6623,0.5109,0,0,0,-0.003,1.3968,collision,0.2074,2.0017
24,4,-1.8428,0.7675,0.5174,0,0,0,-0.0006,1.6291,collision,0.5354,2.0025
25,36,2.2442,10.037,0.5139,0,0,1,-0.003,1.4983,collision,0.176,2.4021
26,24,-0.7446,5.9997,0.5136,0,0,0,-0.0027,1.5621,collision,0.1328,1.9945
27,7,-1.72,1.2911,0.5139,0,0,0,-0.0033,1.6242,collision,0.3248,1.9852
28,16,-1.4361,2.8877,0.9889,0,0,0,-0.0026,0.9889,collision,0.1629,2.0001
29,10,-1.6501,2.0148,0.5098,0,0,0,-0.0007,1.2399,collision,0.2487,2.0169
30,8,-1.7956,1.0157,0.5136,0,0,0,-0.0024,1.6061,collision,0.2828,2.0014
31,28,-0.8337,5.7481,0.5115,0,0,0,-0.0041,1.4498,collision,0.1162,1.9941
32,20,-1.1802,4.0828,0.5116,0,0,0,-0.0035,1.4869,collision,0.1421,1.9899
33,27,1.8184,7.2623,0.5097,0,0,1,-0.0012,1.576,collision,0.2145,2.396
34,17,-0.9403,5.2607,0.5108,0,0,0,-0.003,1.4986,collision,0.1765,1.9945
35,9,-1.9542,0.26,0.5118,0,0,0,-0.0044,1.365,landed,0.2382,2.0004
36,21,-0.6668,6.6991,0.5148,0,0,0,-0.0037,1.6488,collision,0.1605,1.9987
37,15,-1.155,4.0441,0.5098,0,0,0,-0.0034,1.5215,landed,0.1878,2.0071
38,4,-2.1023,0,0.5175,0,0,0,-0.0013,1.3896,out,0.5266,2.0084
39,13,-1.3965,2.9366,0.5137,0,0,0,-0.0029,1.5232,collision,0.2054,2.0039
40,16,-1.0225,4.9516,0.5149,0,0,0,-0.0044,1.4838,collision,0.1842,1.9997
41,15,-1.5833,2.0716,0.5076,0,0,0,-0.0002,1.1428,collision,0.1581,2.0062
42,9,-1.671,1.6034,0.5064,0,0,0,0.0021,1.5745,collision,0.2655,2.0021
43,28,-0.9151,5.255,0.5103,0,0,0,-0.0044,1.3422,collision,0.1083,1.9958
44,25,1.9217,8.1782,0.5112,0,0,1,-0.0019,1.4126,collision,0.2315,2.3896
45,9,-1.8048,0.9842,0.5114,0,0,0,0.0001,1.3477,collision,0.2432,2.0051
46,15,-1.4734,2.7226,1.0637,0,0,0,-0.0028,1.0637,collision,0.1727,2.0032
47,8,-1.9206,0.4688,0.5118,0,0,0,-0.0067,1.4391,landed,0.2667,1.9943
48,18,-0.9783,5.2591,0.5112,0,0,0,-0.0027,1.4299,collision,0.1666,1.9948
49,15,-0.9383,5.276,0.5099,0,0,0,-0.003,1.6392,collision,0.2026,1.9942
50,18,-1.1031,4.2647,0.5136,0,0,0,-0.0022,1.318,collision,0.1638,2.004
51,10,-1.7305,1.2407,0.507,0,0,0,-0.0007,1.6389,collision,0.2231,1.9987
52,33,-0.7864,6.1008,0.5134,0,0,0,-0.003,1.3936,collision,0.1043,1.9915
53,18,-0.9196,5.2593,0.5112,0,0,0,-0.0044,1.65,collision,0.1692,1.9965
54,9,-1.7416,1.3246,0.5157,0,0,0,-0.0022,1.3025,collision,0.2475,1.9938
55,17,-1.4888,2.5364,0.5083,0,0,0,-0.0007,1.277,collision,0.1471,2.0104
56,19,-1.1782,4.1525,0.5086,0,0,0,-0.0032,1.4415,collision,0.149,1.9962
57,15,-0.8919,5.4342,0.511,0,0,0,-0.0047,1.7005,collision,0.2043,1.9926
58,16,-1.4728,2.6021,0.5111,0,0,0,-0.0032,1.4671,collision,0.157,2.0048
59,7,-1.8559,0.5997,0.5119,0,0,0,0.0032,1.3766,collision,0.3109,2.0047
60,21,-0.7006,6.5386,0.5138,0,0,0,-0.0054,1.6442,collision,0.1542,1.9986
61,7,-1.6645,1.7088,0.5141,0,0,0,-0.0016,1.3734,collision,0.3289,2.0026
62,9,-1.6522,1.8387,0.5161,0,0,0,-0.0022,1.4637,collision,0.2704,2.0007
63,20,1.938,8.2542,0.515,0,0,1,-0.0049,1.5934,collision,0.2946,2.3829
64,26,-0.9611,5.272,0.513,0,0,0,-0.0033,1.4383,collision,0.1202,1.994
65,6,-1.8013,1.0248,0.51,0,0,0,-0.0086,1.6895,collision,0.3679,1.9888
66,4,-1.7916,1.0819,0.5205,0,0,0,0.0009,1.5795,collision,0.5433,1.9962
